,SchoolYear,OrganizationLevel,DistrictName,StudentGroupType,StudentGroup,Domain,PreparedForK_Percent
2612,2019-20,School,Auburn School District,Gender,Female,Literacy,0.5560
2613,2019-20,School,Auburn School District,Gender,Female,Math,0.3080
2614,2019-20,School,Auburn School District,Gender,Female,NumberofDomains,
2615,2019-20,School,Auburn School District,Gender,Female,Physical,0.6300
2616,2019-20,School,Auburn School District,Gender,Female,SocialEmotional,0.4070
2617,2019-20,School,Auburn School District,Gender,Male,Cognitive,0.4400
2618,2019-20,School,Auburn School District,Gender,Male,Language,0.3600
2619,2019-20,School,Auburn School District,Gender,Male,Literacy,0.4000
2620,2019-20,School,Auburn School District,Gender,Male,Math,0.2500
2621,2019-20,School,Auburn School District,Gender,Male,NumberofDomains,
2622,2019-20,School,Auburn School District,Gender,Male,Physical,0.4400
2623,2019-20,School,Auburn School District,Gender,Male,SocialEmotional,0.2800
2624,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Cognitive,0.5000
2625,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Language,0.5380
2626,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Literacy,0.4810
2627,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Math,0.2800
2628,2019-20,School,Auburn School District,isHomeless,Non-Homeless,NumberofDomains,
2629,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Physical,0.5380
2630,2019-20,School,Auburn School District,isHomeless,Non-Homeless,SocialEmotional,0.3460
2631,2019-20,School,Auburn School District,isMigrant,Non Migrant,Cognitive,0.5000
2632,2019-20,School,Auburn School District,isMigrant,Non Migrant,Language,0.5380
2633,2019-20,School,Auburn School District,isMigrant,Non Migrant,Literacy,0.4810
2634,2019-20,School,Auburn School District,Gender,Male,Literacy,0.8710
2635,2019-20,School,Auburn School District,isMigrant,Non Migrant,Math,0.2800
2636,2019-20,School,Auburn School District,isMigrant,Non Migrant,NumberofDomains,
2637,2019-20,School,Auburn School District,isMigrant,Non Migrant,Physical,0.5380
2638,2019-20,School,Auburn School District,isMigrant,Non Migrant,SocialEmotional,0.3460
2639,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Cognitive,
2640,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Language,
2641,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Literacy,
2642,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Math,
2643,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,NumberofDomains,
2644,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Physical,
2645,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,SocialEmotional,
2646,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Cognitive,0.5100
2647,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Language,0.5710
2648,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Literacy,0.4900
2649,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Math,0.2770
2650,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,NumberofDomains,
2651,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Physical,0.5510
2652,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,SocialEmotional,0.3670
2653,2019-20,School,Auburn School District,All,All Students,SocialEmotional,0.7630
2654,2019-20,School,Auburn School District,All,All Students,Cognitive,0.9320
2655,2019-20,School,Auburn School District,All,All Students,Language,0.8400
2656,2019-20,School,Auburn School District,All,All Students,Literacy,0.8530
2657,2019-20,School,Auburn School District,All,All Students,Math,0.6940
2658,2019-20,School,Auburn School District,All,All Students,NumberofDomains,
2659,2019-20,School,Auburn School District,All,All Students,Physical,0.8130
2660,2019-20,School,Auburn School District,Bilingual,English Language Learners,SocialEmotional,0.7370
2661,2019-20,School,Auburn School District,Bilingual,English Language Learners,Cognitive,0.9440
2662,2019-20,School,Auburn School District,Bilingual,English Language Learners,Language,0.7370
2663,2019-20,School,Auburn School District,Bilingual,English Language Learners,Literacy,0.7890
2664,2019-20,School,Auburn School District,Bilingual,English Language Learners,Math,0.6840
2665,2019-20,School,Auburn School District,Bilingual,English Language Learners,NumberofDomains,
2666,2019-20,School,Auburn School District,Bilingual,English Language Learners,Physical,0.8420
2667,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,SocialEmotional,0.7720
2668,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Cognitive,0.9290
2669,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Language,0.8750
2670,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Literacy,0.8750
2671,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Math,0.6980
2672,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,NumberofDomains,
2673,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Physical,0.8040
2674,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Cognitive,
2675,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Language,
2676,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Literacy,
2677,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Math,
2678,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,NumberofDomains,
2679,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Physical,
2680,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,SocialEmotional,
2681,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Cognitive,
2682,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Language,
2683,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Literacy,
2684,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Math,
2685,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,NumberofDomains,
2686,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Physical,
2687,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,SocialEmotional,
2688,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),SocialEmotional,0.7920
2689,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Cognitive,1.0000
2690,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Language,0.8330
2691,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Literacy,0.7920
2692,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Math,0.5240
2693,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),NumberofDomains,
2694,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Physical,0.7920
2695,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,Cognitive,
2696,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,Language,
2697,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,Literacy,
2698,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,Math,
2699,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,NumberofDomains,
2700,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,Physical,
2701,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,SocialEmotional,
2702,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Cognitive,
2703,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Language,
2704,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Literacy,
2705,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Math,
2706,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,NumberofDomains,
2707,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Physical,
2708,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,SocialEmotional,
2709,2019-20,School,Auburn School District,FederalRaceEthnicity,White,SocialEmotional,0.7350
2710,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Cognitive,0.9390
2711,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Language,0.8820
2712,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Literacy,0.8820
2713,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Math,0.7940
2714,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Math,
2715,2019-20,School,Auburn School District,FederalRaceEthnicity,White,NumberofDomains,
2716,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Physical,0.8240
2717,2019-20,School,Auburn School District,FreeLunch,Low-Income,SocialEmotional,0.8280
2718,2019-20,School,Auburn School District,FreeLunch,Low-Income,Cognitive,0.9640
2719,2019-20,School,Auburn School District,FreeLunch,Low-Income,Language,0.8620
2720,2019-20,School,Auburn School District,FreeLunch,Low-Income,Literacy,0.7590
2721,2019-20,School,Auburn School District,FreeLunch,Low-Income,Math,0.6670
2722,2019-20,School,Auburn School District,FreeLunch,Low-Income,NumberofDomains,
2723,2019-20,School,Auburn School District,FreeLunch,Low-Income,Physical,0.8620
2724,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,SocialEmotional,0.7230
2725,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Cognitive,0.9130
2726,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Language,0.8260
2727,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Literacy,0.9130
2728,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Math,0.7110
2729,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,NumberofDomains,
2730,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Physical,0.7830
2731,2019-20,School,Auburn School District,Gender,Female,SocialEmotional,0.7730
2732,2019-20,School,Auburn School District,Gender,Female,Cognitive,0.9530
2733,2019-20,School,Auburn School District,Gender,Female,Language,0.8860
2734,2019-20,School,Auburn School District,Gender,Female,Literacy,0.8410
2735,2019-20,School,Auburn School District,Gender,Female,Math,0.7620
2736,2019-20,School,Auburn School District,Gender,Female,NumberofDomains,
2737,2019-20,School,Auburn School District,Gender,Female,Physical,0.8860
2738,2019-20,School,Auburn School District,Gender,Male,Physical,0.7100
2739,2019-20,School,Auburn School District,Gender,Male,SocialEmotional,0.7500
2740,2019-20,School,Auburn School District,Gender,Male,Cognitive,0.9030
2741,2019-20,School,Auburn School District,Gender,Male,Language,0.7740
2742,2019-20,School,Auburn School District,Gender,Male,Math,0.6000
2743,2019-20,School,Auburn School District,Gender,Male,NumberofDomains,
2744,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Physical,0.8130
2745,2019-20,School,Auburn School District,isHomeless,Non-Homeless,SocialEmotional,0.7630
2746,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Cognitive,0.9320
2747,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Language,0.8400
2748,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Literacy,0.8530
2749,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Math,0.6940
2750,2019-20,School,Auburn School District,isHomeless,Non-Homeless,NumberofDomains,
2751,2019-20,School,Auburn School District,isMigrant,Non Migrant,Physical,0.8130
2752,2019-20,School,Auburn School District,isMigrant,Non Migrant,SocialEmotional,0.7630
2753,2019-20,School,Auburn School District,isMigrant,Non Migrant,Cognitive,0.9320
2754,2019-20,School,Auburn School District,isMigrant,Non Migrant,Language,0.8400
2755,2019-20,School,Auburn School District,isMigrant,Non Migrant,Literacy,0.8530
2756,2019-20,School,Auburn School District,isMigrant,Non Migrant,Math,0.6940
2757,2019-20,School,Auburn School District,isMigrant,Non Migrant,NumberofDomains,
2758,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Cognitive,
2759,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Language,
2760,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Literacy,
2761,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Math,
2762,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,NumberofDomains,
2763,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Physical,
2764,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,SocialEmotional,
2765,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Cognitive,0.9710
2766,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Language,0.8700
2767,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Literacy,0.8700
2768,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Math,0.7270
2769,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,NumberofDomains,
2770,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Physical,0.8410
2771,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,SocialEmotional,0.7970
2772,2019-20,School,Auburn School District,All,All Students,Cognitive,1.0000
2773,2019-20,School,Auburn School District,All,All Students,Language,0.9740
2774,2019-20,School,Auburn School District,All,All Students,Literacy,0.9740
2775,2019-20,School,Auburn School District,All,All Students,Math,0.9740
2776,2019-20,School,Auburn School District,All,All Students,NumberofDomains,
2777,2019-20,School,Auburn School District,All,All Students,Physical,1.0000
2778,2019-20,School,Auburn School District,All,All Students,SocialEmotional,0.9740
2779,2019-20,School,Auburn School District,Bilingual,English Language Learners,Cognitive,1.0000
2780,2019-20,School,Auburn School District,Bilingual,English Language Learners,Language,1.0000
2781,2019-20,School,Auburn School District,Bilingual,English Language Learners,Literacy,0.9090
2782,2019-20,School,Auburn School District,Bilingual,English Language Learners,Math,0.9090
2783,2019-20,School,Auburn School District,Bilingual,English Language Learners,NumberofDomains,
2784,2019-20,School,Auburn School District,Bilingual,English Language Learners,Physical,1.0000
2785,2019-20,School,Auburn School District,Bilingual,English Language Learners,SocialEmotional,1.0000
2786,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Cognitive,1.0000
2787,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Language,0.9630
2788,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Literacy,1.0000
2789,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Math,1.0000
2790,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,NumberofDomains,
2791,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Physical,1.0000
2792,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,SocialEmotional,0.9630
2793,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Cognitive,
2794,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Language,
2795,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Literacy,
2796,2019-20,School,Chief Leschi Schools,isHomeless,Homeless,SocialEmotional,
2797,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,NumberofDomains,
2798,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Physical,
2799,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,SocialEmotional,
2800,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Cognitive,
2801,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Language,
2802,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Literacy,
2803,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Math,
2804,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,NumberofDomains,
2805,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Physical,
2806,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,SocialEmotional,
2807,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Cognitive,
2808,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Language,
2809,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Literacy,
2810,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Math,
2811,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),NumberofDomains,
2812,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Physical,
2813,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),SocialEmotional,
2814,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Cognitive,
2815,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Language,
2816,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Literacy,
2817,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Math,
2818,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,NumberofDomains,
2819,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Physical,
2820,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,SocialEmotional,
2821,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Cognitive,1.0000
2822,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Language,1.0000
2823,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Literacy,1.0000
2824,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Math,1.0000
2825,2019-20,School,Auburn School District,FederalRaceEthnicity,White,NumberofDomains,
2826,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Physical,1.0000
2827,2019-20,School,Auburn School District,FederalRaceEthnicity,White,SocialEmotional,1.0000
2828,2019-20,School,Auburn School District,FreeLunch,Low-Income,Cognitive,1.0000
2829,2019-20,School,Auburn School District,FreeLunch,Low-Income,Language,1.0000
2830,2019-20,School,Auburn School District,FreeLunch,Low-Income,Literacy,0.9290
2831,2019-20,School,Auburn School District,FreeLunch,Low-Income,Math,0.9290
2832,2019-20,School,Auburn School District,FreeLunch,Low-Income,NumberofDomains,
2833,2019-20,School,Auburn School District,FreeLunch,Low-Income,Physical,1.0000
2834,2019-20,School,Auburn School District,FreeLunch,Low-Income,SocialEmotional,1.0000
2835,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Cognitive,1.0000
2836,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Language,0.9580
2837,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Literacy,1.0000
2838,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Math,1.0000
2839,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,NumberofDomains,
2840,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Physical,1.0000
2841,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,SocialEmotional,0.9580
2842,2019-20,School,Auburn School District,Gender,Female,Cognitive,1.0000
2843,2019-20,School,Auburn School District,Gender,Female,Language,1.0000
2844,2019-20,School,Auburn School District,Gender,Female,Literacy,1.0000
2845,2019-20,School,Auburn School District,Gender,Female,Math,1.0000
2846,2019-20,School,Auburn School District,Gender,Female,NumberofDomains,
2847,2019-20,School,Auburn School District,Gender,Female,Physical,1.0000
2848,2019-20,School,Auburn School District,Gender,Female,SocialEmotional,1.0000
2849,2019-20,School,Auburn School District,Gender,Male,Cognitive,1.0000
2850,2019-20,School,Auburn School District,Gender,Male,Language,0.9570
2851,2019-20,School,Auburn School District,Gender,Male,Literacy,0.9570
2852,2019-20,School,Auburn School District,Gender,Male,Math,0.9570
2853,2019-20,School,Auburn School District,Gender,Male,NumberofDomains,
2854,2019-20,School,Auburn School District,Gender,Male,Physical,1.0000
2855,2019-20,School,Auburn School District,Gender,Male,SocialEmotional,0.9570
2856,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Cognitive,1.0000
2857,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Language,0.9740
2858,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Literacy,0.9740
2859,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Math,0.9740
2860,2019-20,School,Auburn School District,isHomeless,Non-Homeless,NumberofDomains,
2861,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Physical,1.0000
2862,2019-20,School,Auburn School District,isHomeless,Non-Homeless,SocialEmotional,0.9740
2863,2019-20,School,Auburn School District,isMigrant,Non Migrant,Cognitive,1.0000
2864,2019-20,School,Auburn School District,isMigrant,Non Migrant,Language,0.9740
2865,2019-20,School,Auburn School District,isMigrant,Non Migrant,Literacy,0.9740
2866,2019-20,School,Auburn School District,isMigrant,Non Migrant,Math,0.9740
2867,2019-20,School,Auburn School District,isMigrant,Non Migrant,NumberofDomains,
2868,2019-20,School,Auburn School District,isMigrant,Non Migrant,Physical,1.0000
2869,2019-20,School,Auburn School District,isMigrant,Non Migrant,SocialEmotional,0.9740
2870,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Cognitive,
2871,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Language,
2872,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Literacy,
2873,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Math,
2874,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,NumberofDomains,
2875,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Physical,
2876,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,SocialEmotional,
2877,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Cognitive,1.0000
2878,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Language,0.9720
2879,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Literacy,0.9720
2880,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Math,0.9720
2881,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,NumberofDomains,
2882,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Physical,1.0000
2883,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,SocialEmotional,0.9720
2884,2019-20,School,Auburn School District,All,All Students,Cognitive,0.8690
2885,2019-20,School,Auburn School District,All,All Students,Language,0.5900
2886,2019-20,School,Auburn School District,All,All Students,Literacy,0.8310
2887,2019-20,School,Auburn School District,All,All Students,Math,0.6900
2888,2019-20,School,Auburn School District,All,All Students,NumberofDomains,
2889,2019-20,School,Auburn School District,All,All Students,Physical,0.6130
2890,2019-20,School,Auburn School District,All,All Students,SocialEmotional,0.7900
2891,2019-20,School,Auburn School District,Bilingual,English Language Learners,Cognitive,0.8460
2892,2019-20,School,Auburn School District,Bilingual,English Language Learners,Language,0.5000
2893,2019-20,School,Auburn School District,Bilingual,English Language Learners,Literacy,0.8180
2894,2019-20,School,Auburn School District,Bilingual,English Language Learners,Math,0.4550
2895,2019-20,School,Auburn School District,Bilingual,English Language Learners,NumberofDomains,
2896,2019-20,School,Auburn School District,Bilingual,English Language Learners,Physical,0.6150
2897,2019-20,School,Auburn School District,Bilingual,English Language Learners,SocialEmotional,0.7690
2898,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Cognitive,0.8750
2899,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Language,0.6120
2900,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Literacy,0.8330
2901,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Math,0.7450
2902,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,NumberofDomains,
2903,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Physical,0.6120
2904,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,SocialEmotional,0.7960
2905,2019-20,School,Auburn School District,FederalRaceEthnicity,American Indian/ Alaskan Native,Cognitive,
2906,2019-20,School,Auburn School District,FederalRaceEthnicity,American Indian/ Alaskan Native,Language,
2907,2019-20,School,Auburn School District,FederalRaceEthnicity,American Indian/ Alaskan Native,Literacy,
2908,2019-20,School,Auburn School District,FederalRaceEthnicity,American Indian/ Alaskan Native,Math,
2909,2019-20,School,Auburn School District,FederalRaceEthnicity,American Indian/ Alaskan Native,NumberofDomains,
2910,2019-20,School,Auburn School District,FederalRaceEthnicity,American Indian/ Alaskan Native,Physical,
2911,2019-20,School,Auburn School District,FederalRaceEthnicity,American Indian/ Alaskan Native,SocialEmotional,
2912,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Cognitive,
2913,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Language,
2914,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Literacy,
2915,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Math,
2916,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,NumberofDomains,
2917,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Physical,
2918,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,SocialEmotional,
2919,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Cognitive,0.8180
2920,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Language,0.6360
2921,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Physical,0.6360
2922,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),SocialEmotional,0.7270
2923,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Literacy,0.8000
2924,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Math,0.5000
2925,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),NumberofDomains,
2926,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,Cognitive,
2927,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,Language,
2928,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,Literacy,
2929,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,Math,
2930,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,NumberofDomains,
2931,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,Physical,
2932,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,SocialEmotional,
2933,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Cognitive,
2934,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Language,
2935,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Literacy,
2936,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Math,
2937,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,NumberofDomains,
2938,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Physical,
2939,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,SocialEmotional,
2940,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Cognitive,0.9250
2941,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Language,0.6000
2942,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Literacy,0.8750
2943,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Math,0.7440
2944,2019-20,School,Auburn School District,FederalRaceEthnicity,White,NumberofDomains,
2945,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Physical,0.5850
2946,2019-20,School,Auburn School District,FederalRaceEthnicity,White,SocialEmotional,0.8540
2947,2019-20,School,Auburn School District,FreeLunch,Low-Income,Cognitive,0.6470
2948,2019-20,School,Auburn School District,FreeLunch,Low-Income,Language,0.3530
2949,2019-20,School,Auburn School District,FreeLunch,Low-Income,Literacy,0.5000
2950,2019-20,School,Auburn School District,FreeLunch,Low-Income,Math,0.4000
